# energy s p
-6.835000000000024833e+00 1.788395302465680889e-05 1.124076375567050661e-03
-6.825000000000025047e+00 1.910018716199346717e-05 1.211717633167261202e-03
-6.815000000000025260e+00 2.037195170690610829e-05 1.303853278583184516e-03
-6.805000000000025473e+00 2.171000205385315468e-05 1.400780744323711297e-03
-6.795000000000025686e+00 2.312656754379966464e-05 1.502838664985640602e-03
-6.785000000000025899e+00 2.463698934010229326e-05 1.610433747692143099e-03
-6.775000000000026112e+00 2.626015850927932680e-05 1.724050786680376198e-03
-6.765000000000026326e+00 2.801318063160660718e-05 1.844063675473799025e-03
-6.755000000000026539e+00 2.991416768048420162e-05 1.970836054676320444e-03
-6.745000000000026752e+00 3.198111334916546654e-05 2.104741397695973626e-03
-6.735000000000026965e+00 3.423030125948708577e-05 2.245971602295978101e-03
-6.725000000000027178e+00 3.667739213511473875e-05 2.394885912488759275e-03
-6.715000000000027391e+00 3.933444649435883296e-05 2.551503449938701852e-03
-6.705000000000027605e+00 4.220795208553008201e-05 2.715746287050076636e-03
-6.695000000000027818e+00 4.530532276738146027e-05 2.887583069142885418e-03
-6.685000000000028031e+00 4.862675502295473883e-05 3.066857738350312404e-03
-6.675000000000028244e+00 5.216865319141144041e-05 3.253110652760452491e-03
-6.665000000000028457e+00 5.592222775168039368e-05 3.445977045971195408e-03
-6.655000000000028670e+00 5.987746484305066463e-05 3.644945906766778113e-03
-6.645000000000028884e+00 6.401510363825710457e-05 3.849380974711122914e-03
-6.635000000000029097e+00 6.831588350057854974e-05 4.058548130298279474e-03
-6.625000000000029310e+00 7.275773256615081534e-05 4.271722829894100855e-03
-6.615000000000029523e+00 7.731253618569761544e-05 4.488109018246130844e-03
-6.605000000000029736e+00 8.195432727316598711e-05 4.706911366763113190e-03
-6.595000000000029949e+00 8.665574828377453219e-05 4.927402838740874494e-03
-6.585000000000030163e+00 9.138841061070404788e-05 5.148809740267525081e-03
-6.575000000000030376e+00 9.612802607402878526e-05 5.370636104972471500e-03
-6.565000000000030589e+00 1.008494558932884348e-04 5.592235109189990470e-03
-6.555000000000030802e+00 1.055301093883710293e-04 5.813161510919049105e-03
-6.545000000000031015e+00 1.101510656325580732e-04 6.033087452434450493e-03
-6.535000000000031228e+00 1.146989988195646872e-04 6.251950413192688440e-03
-6.525000000000031442e+00 1.191649039855596255e-04 6.469792386508547641e-03
-6.515000000000031655e+00 1.235430431349289981e-04 6.686856348433205602e-03
-6.505000000000031868e+00 1.278329028892568275e-04 6.903477387443838174e-03
-6.495000000000032081e+00 1.320409254329956057e-04 7.120320379848346648e-03
-6.485000000000032294e+00 1.361788735053457832e-04 7.338243006959246049e-03
-6.475000000000032507e+00 1.402619474436475752e-04 7.558121596883508875e-03
-6.465000000000032720e+00 1.443161907670067838e-04 7.781381381202058176e-03
-6.455000000000032934e+00 1.483638175934285492e-04 8.009119396875419988e-03
-6.445000000000033147e+00 1.524466533291791515e-04 8.243234135304450261e-03
-6.435000000000033360e+00 1.565962074707407585e-04 8.485114474995515341e-03
-6.425000000000033573e+00 1.608576246273549747e-04 8.736640820342853053e-03
-6.415000000000033786e+00 1.652736960077522339e-04 8.999569817568076405e-03
-6.405000000000033999e+00 1.698890874253951018e-04 9.275641950962880758e-03
-6.395000000000034213e+00 1.747503818151247836e-04 9.566474552149263968e-03
-6.385000000000034426e+00 1.799037790132386840e-04 9.873686236457084389e-03
-6.375000000000034639e+00 1.853847959372768070e-04 1.019841073422544583e-02
-6.365000000000034852e+00 1.912334936203386045e-04 1.054184186852009063e-02
-6.355000000000035065e+00 1.974751375519216917e-04 1.090441849664299315e-02
-6.345000000000035278e+00 2.041301986232047015e-04 1.128629497270890701e-02
-6.335000000000035492e+00 2.112112728459375423e-04 1.168730382603202708e-02
-6.325000000000035705e+00 2.187149124765291842e-04 1.210651015860437184e-02
-6.315000000000035918e+00 2.266324983325985966e-04 1.254262828255137824e-02
-6.305000000000036131e+00 2.349365118368047258e-04 1.299364982299440821e-02
-6.295000000000036344e+00 2.435983933124358236e-04 1.345733868702381729e-02
-6.285000000000036557e+00 2.525725292669080309e-04 1.393072580827642119e-02
-6.275000000000036771e+00 2.618017523368971360e-04 1.441055161028726751e-02
-6.265000000000036984e+00 2.712218653889137245e-04 1.489301461491966683e-02
-6.255000000000037197e+00 2.807659161748693000e-04 1.537424124110395827e-02
-6.245000000000037410e+00 2.903569949347734264e-04 1.584999280364640661e-02
-6.235000000000037623e+00 2.999186152733324291e-04 1.631622186770367508e-02
-6.225000000000037836e+00 3.093719826349602877e-04 1.676864988500127024e-02
-6.215000000000038050e+00 3.186395923216110400e-04 1.720324467989374148e-02
-6.205000000000038263e+00 3.276504763664505942e-04 1.761636735790001601e-02
-6.195000000000038476e+00 3.363340846357065197e-04 1.800440287259763919e-02
-6.185000000000038689e+00 3.446259006231354644e-04 1.836427892031988751e-02
-6.175000000000038902e+00 3.524710441768744325e-04 1.869340567121667920e-02
-6.165000000000039115e+00 3.598259579461635061e-04 1.898981868232487227e-02
-6.155000000000039329e+00 3.666535071545794959e-04 1.925194539227350135e-02
-6.145000000000039542e+00 3.729214304172156656e-04 1.947871673363602008e-02
-6.135000000000039755e+00 3.786177182622426350e-04 1.966992496659840037e-02
-6.125000000000039968e+00 3.837311506504477400e-04 1.982564963040023276e-02
-6.115000000000040181e+00 3.882698616697549763e-04 1.994690125583997720e-02
-6.105000000000040394e+00 3.922459654121587943e-04 2.003486415567613116e-02
-6.095000000000040608e+00 3.956837020082944038e-04 2.009138265734041265e-02
-6.085000000000040821e+00 3.986129177201027220e-04 2.011872503869469378e-02
-6.075000000000041034e+00 4.010790058806818327e-04 2.011969773152175178e-02
-6.065000000000041247e+00 4.031274609387792561e-04 2.009714218633824184e-02
-6.055000000000041460e+00 4.048142315321030913e-04 2.005430180085187794e-02
-6.045000000000041673e+00 4.061997118953506033e-04 1.999465698404169489e-02
-6.035000000000041886e+00 4.073534738298306788e-04 1.992186930696192987e-02
-6.025000000000042100e+00 4.083485708633176098e-04 1.983958776998537288e-02
-6.015000000000042313e+00 4.092459785351828172e-04 1.975113502512309410e-02
-6.005000000000042526e+00 4.101196573076804747e-04 1.965997548586820645e-02
-5.995000000000042739e+00 4.110440624301429273e-04 1.956952158228700278e-02
-5.985000000000042952e+00 4.120889131833297509e-04 1.948282809902771376e-02
-5.975000000000043165e+00 4.133177600615812325e-04 1.940260293267333583e-02
-5.965000000000043379e+00 4.147889008710573585e-04 1.933107013170720992e-02
-5.955000000000043592e+00 4.165567370286894907e-04 1.927021819255170937e-02
-5.945000000000043805e+00 4.186644826147627846e-04 1.922147888883939809e-02
-5.935000000000044018e+00 4.211450552840096772e-04 1.918585042664465445e-02
-5.925000000000044231e+00 4.240266856841504997e-04 1.916402753321340066e-02
-5.915000000000044444e+00 4.273164753117468431e-04 1.915572746835849174e-02
-5.905000000000044658e+00 4.310137127417871411e-04 1.916061969133052781e-02
-5.895000000000044871e+00 4.351064880365928460e-04 1.917779348231180708e-02
-5.885000000000045084e+00 4.395618165739389885e-04 1.920573793620456576e-02
-5.875000000000045297e+00 4.443403631741356125e-04 1.924266005444518618e-02
-5.865000000000045510e+00 4.493876716541050399e-04 1.928653094556529585e-02
-5.855000000000045723e+00 4.546366037968228857e-04 1.933482026694556197e-02
-5.845000000000045937e+00 4.600066777720521866e-04 1.938480235212159189e-02
-5.835000000000046150e+00 4.654115521514569278e-04 1.943362463061556328e-02
-5.825000000000046363e+00 4.707574186660583434e-04 1.947854374064153168e-02
-5.815000000000046576e+00 4.759465511515372643e-04 1.951651883788795699e-02
-5.805000000000046789e+00 4.808778396445565709e-04 1.954470966602612700e-02
-5.795000000000047002e+00 4.854461944172619664e-04 1.956022312985998546e-02
-5.785000000000047216e+00 4.895603645753548181e-04 1.956066640138894377e-02
-5.775000000000047429e+00 4.931263722275688443e-04 1.954367814027228867e-02
-5.765000000000047642e+00 4.960671120172513698e-04 1.950727478010281721e-02
-5.755000000000047855e+00 4.983057730363225565e-04 1.944978424803931946e-02
-5.745000000000048068e+00 4.997904323823950355e-04 1.936996389160357615e-02
-5.735000000000048281e+00 5.004801821355455566e-04 1.926703111559976284e-02
-5.725000000000048495e+00 5.003541644275862933e-04 1.914062224262896156e-02
-5.715000000000048708e+00 4.994003225545116335e-04 1.899067492288541992e-02
-5.705000000000048921e+00 4.976346592789619890e-04 1.881780674499907574e-02
-5.695000000000049134e+00 4.950803289974850269e-04 1.862283608551033864e-02
-5.685000000000049347e+00 4.917839686192630082e-04 1.840717712902116901e-02
-5.675000000000049560e+00 4.878041048064189083e-04 1.817252591138679430e-02
-5.665000000000049774e+00 4.832080338194971693e-04 1.792090073541142276e-02
-5.655000000000049987e+00 4.780735482534472815e-04 1.765438167759116050e-02
-5.645000000000050200e+00 4.724887546232362607e-04 1.737559555584339277e-02
-5.635000000000050413e+00 4.665321970937056934e-04 1.708671401067559173e-02
-5.625000000000050626e+00 4.603047799425743136e-04 1.679079481312704611e-02
-5.615000000000050839e+00 4.538854923535101302e-04 1.649012090784740536e-02
-5.605000000000051052e+00 4.473585012229202326e-04 1.618731815406999203e-02
-5.595000000000051266e+00 4.408003510467674280e-04 1.588469155459930338e-02
-5.585000000000051479e+00 4.342760643924262198e-04 1.558448843390976106e-02
-5.575000000000051692e+00 4.278415221630016787e-04 1.528854512868704774e-02
-5.565000000000051905e+00 4.215460852220817979e-04 1.499867394444864138e-02
-5.555000000000052118e+00 4.154317654204159739e-04 1.471643884214293707e-02
-5.545000000000052331e+00 4.095248862109552917e-04 1.444309920475436541e-02
-5.535000000000052545e+00 4.038462834150364708e-04 1.417963635268829937e-02
-5.525000000000052758e+00 3.984050680251429236e-04 1.392665910513163526e-02
-5.515000000000052971e+00 3.932169743521095719e-04 1.368513659867809720e-02
-5.505000000000053184e+00 3.882757646532998715e-04 1.345531111001793505e-02
-5.495000000000053397e+00 3.835903742015520199e-04 1.323761732277446181e-02
-5.485000000000053610e+00 3.791546877784745086e-04 1.303237011310601733e-02
-5.475000000000053824e+00 3.749636067939007378e-04 1.283961508997443803e-02
-5.465000000000054037e+00 3.710184484210860478e-04 1.265957396659719673e-02
-5.455000000000054250e+00 3.673230217893930097e-04 1.249272694419458277e-02
-5.445000000000054463e+00 3.638714001353641190e-04 1.233913161839290083e-02
-5.435000000000054676e+00 3.606701584608892138e-04 1.219909902261799052e-02
-5.425000000000054889e+00 3.577158596669841777e-04 1.207263884603092252e-02
-5.415000000000055103e+00 3.550238327570575856e-04 1.196049270614400577e-02
-5.405000000000055316e+00 3.525959993266066894e-04 1.186293752705231894e-02
-5.395000000000055529e+00 3.504430489394013380e-04 1.178056433283294381e-02
-5.385000000000055742e+00 3.485739410114035357e-04 1.171389415726356402e-02
-5.375000000000055955e+00 3.470015047556615777e-04 1.166362650683420293e-02
-5.365000000000056168e+00 3.457401731118375072e-04 1.163057406150964403e-02
-5.355000000000056382e+00 3.448127888163669396e-04 1.161588453327141827e-02
-5.345000000000056595e+00 3.442386577762645205e-04 1.162051403875065739e-02
-5.335000000000056808e+00 3.440493262511344240e-04 1.164587371608826263e-02
-5.325000000000057021e+00 3.442669480551021157e-04 1.169308993965630789e-02
-5.315000000000057234e+00 3.449245567682647723e-04 1.176359261342881102e-02
-5.305000000000057447e+00 3.460570771040071903e-04 1.185880288953393077e-02
-5.295000000000057661e+00 3.476963092369385051e-04 1.198003931173269657e-02
-5.285000000000057874e+00 3.498747972123347392e-04 1.212847931821614891e-02
-5.275000000000058087e+00 3.526263514773658020e-04 1.230507094992606965e-02
-5.265000000000058300e+00 3.559633157205045837e-04 1.251024796894169983e-02
-5.255000000000058513e+00 3.599017705574068717e-04 1.274418827714100116e-02
-5.245000000000058726e+00 3.644423400467564642e-04 1.300642213386941567e-02
-5.235000000000058940e+00 3.695686381845411520e-04 1.329575122724704038e-02
-5.225000000000059153e+00 3.752455594501387924e-04 1.361025693933449153e-02
-5.215000000000059366e+00 3.814199653452748830e-04 1.394716418831124134e-02
-5.205000000000059579e+00 3.880312515683875395e-04 1.430337588818046332e-02
-5.195000000000059792e+00 3.949872596600528091e-04 1.467450085629997195e-02
-5.185000000000060005e+00 4.021776538332858344e-04 1.505559642707022909e-02
-5.175000000000060218e+00 4.094811249073233676e-04 1.544125018215694763e-02
-5.165000000000060432e+00 4.167682251168796509e-04 1.582572147510948740e-02
-5.155000000000060645e+00 4.239020825771395518e-04 1.620302611216015501e-02
-5.145000000000060858e+00 4.307360709241722738e-04 1.656696832558253452e-02
-5.135000000000061071e+00 4.371312739191178564e-04 1.691161989451595363e-02
-5.125000000000061284e+00 4.429580738135764769e-04 1.723143137750789144e-02
-5.115000000000061497e+00 4.480946624568960977e-04 1.752128650123952608e-02
-5.105000000000061711e+00 4.524448979535050435e-04 1.777725377971448723e-02
-5.095000000000061924e+00 4.559270538918939455e-04 1.799584574233253562e-02
-5.085000000000062137e+00 4.584853197899461095e-04 1.817466952505999295e-02
-5.075000000000062350e+00 4.600827463637595371e-04 1.831227862479408580e-02
-5.065000000000062563e+00 4.607117554813878850e-04 1.840833865118682300e-02
-5.055000000000062776e+00 4.603883566930108999e-04 1.846340891741638651e-02
-5.045000000000062990e+00 4.591538250689614076e-04 1.847914470105945298e-02
-5.035000000000063203e+00 4.570701507206604121e-04 1.845802154837955511e-02
-5.025000000000063416e+00 4.542105126484223326e-04 1.840295340995121154e-02
-5.015000000000063629e+00 4.506593860062912851e-04 1.831728742135858151e-02
-5.005000000000063842e+00 4.465191757230030823e-04 1.820527900503800950e-02
-4.995000000000064055e+00 4.418929905735622938e-04 1.807096690258726268e-02
-4.985000000000064269e+00 4.368849978908513989e-04 1.791850209968568614e-02
-4.975000000000064482e+00 4.315916114127333713e-04 1.775177218210257507e-02
-4.965000000000064695e+00 4.261154003251510893e-04 1.757480155200789526e-02
-4.955000000000064908e+00 4.205426818068702796e-04 1.739116062400246007e-02
-4.945000000000065121e+00 4.149567819853220525e-04 1.720402233999236696e-02
-4.935000000000065334e+00 4.094252687757006341e-04 1.701618811538545967e-02
-4.925000000000065548e+00 4.040044684929304476e-04 1.682988410526657305e-02
-4.915000000000065761e+00 3.987362812524126478e-04 1.664689652213741794e-02
-4.905000000000065974e+00 3.936609095481080492e-04 1.646872556253917499e-02
-4.895000000000066187e+00 3.887953508388276012e-04 1.629623654269843000e-02
-4.885000000000066400e+00 3.841577799364145939e-04 1.613033596232197470e-02
-4.875000000000066613e+00 3.797434161155557896e-04 1.597088722626178667e-02
-4.865000000000066827e+00 3.755454196862691597e-04 1.581796374314567086e-02
-4.855000000000067040e+00 3.715556066164363118e-04 1.567149905825888576e-02
-4.845000000000067253e+00 3.677503483832101597e-04 1.553097446002777923e-02
-4.835000000000067466e+00 3.641047226149786735e-04 1.539576033731897102e-02
-4.825000000000067679e+00 3.605947846849789375e-04 1.526533581548032183e-02
-4.815000000000067892e+00 3.571823130214385185e-04 1.513880358226637850e-02
-4.805000000000068106e+00 3.538407506699881521e-04 1.501548609120868794e-02
-4.795000000000068319e+00 3.505386518595199319e-04 1.489468433869411100e-02
-4.785000000000068532e+00 3.472446538355387956e-04 1.477580782728826238e-02
-4.775000000000068745e+00 3.439329267904209643e-04 1.465822168774650464e-02
-4.765000000000068958e+00 3.405763616816787336e-04 1.454138265874820903e-02
-4.755000000000069171e+00 3.371561563851023188e-04 1.442488016762697584e-02
-4.745000000000069384e+00 3.336498026477701783e-04 1.430833663547364382e-02
-4.735000000000069598e+00 3.300460676649945562e-04 1.419158228172826344e-02
-4.725000000000069811e+00 3.263365840092509397e-04 1.407461825513194563e-02
-4.715000000000070024e+00 3.225183124437903406e-04 1.395753498694070512e-02
-4.705000000000070237e+00 3.185828108204394153e-04 1.384020691489021293e-02
-4.695000000000070450e+00 3.145436074348134138e-04 1.372324565667263838e-02
-4.685000000000070663e+00 3.104020139815076703e-04 1.360698632281164000e-02
-4.675000000000070877e+00 3.061709536025583318e-04 1.349187037775179468e-02
-4.665000000000071090e+00 3.018714708914055638e-04 1.337886158045956814e-02
-4.655000000000071303e+00 2.975248356808283222e-04 1.326875021354583829e-02
-4.645000000000071516e+00 2.931467182930558822e-04 1.316221733886893501e-02
-4.635000000000071729e+00 2.887682374385818818e-04 1.306042879405540022e-02
-4.625000000000071942e+00 2.844167380464251993e-04 1.296448460453445556e-02
-4.615000000000072156e+00 2.801269868655491941e-04 1.287560353542400136e-02
-4.605000000000072369e+00 2.759230113567429326e-04 1.279472486128696920e-02
-4.595000000000072582e+00 2.718488835877081442e-04 1.272332850787574396e-02
-4.585000000000072795e+00 2.679349033967626161e-04 1.266234382455597857e-02
-4.575000000000073008e+00 2.642235962241928546e-04 1.261328744715403335e-02
-4.565000000000073221e+00 2.607485437946835904e-04 1.257710512772733033e-02
-4.555000000000073435e+00 2.575452206536398654e-04 1.255475633009199565e-02
-4.545000000000073648e+00 2.546370162853934930e-04 1.254677795441904928e-02
-4.535000000000073861e+00 2.520682357437126772e-04 1.255444752851124501e-02
-4.525000000000074074e+00 2.498600808928109736e-04 1.257802821362624147e-02
-4.515000000000074287e+00 2.480412883634489562e-04 1.261805685724217557e-02
-4.505000000000074500e+00 2.466345828240433372e-04 1.267479471202703073e-02
-4.495000000000074714e+00 2.456577825119713810e-04 1.274838797377080696e-02
-4.485000000000074927e+00 2.451340019627265185e-04 1.283915190851292465e-02
-4.475000000000075140e+00 2.450680655793885236e-04 1.294659928318604887e-02
-4.465000000000075353e+00 2.454759961764857467e-04 1.307102293189223857e-02
-4.455000000000075566e+00 2.463660410984830481e-04 1.321191581889814316e-02
-4.445000000000075779e+00 2.477460182874476969e-04 1.336926857296435144e-02
-4.435000000000075993e+00 2.496160117471924421e-04 1.354270913973078076e-02
-4.425000000000076206e+00 2.519790521733588349e-04 1.373191577956425248e-02
-4.415000000000076419e+00 2.548360586027370676e-04 1.393664013736022403e-02
-4.405000000000076632e+00 2.581815095734711608e-04 1.415663495967651314e-02
-4.395000000000076845e+00 2.620097780784835925e-04 1.439132436519444634e-02
-4.385000000000077058e+00 2.663072383544890019e-04 1.464023127219792747e-02
-4.375000000000077272e+00 2.710662905848540676e-04 1.490292785760197539e-02
-4.365000000000077485e+00 2.762708397876869910e-04 1.517866650412902363e-02
-4.355000000000077698e+00 2.819032600022940691e-04 1.546680322492843471e-02
-4.345000000000077911e+00 2.879357363626716985e-04 1.576636189301729510e-02
-4.335000000000078124e+00 2.943506552319211556e-04 1.607656546982300094e-02
-4.325000000000078337e+00 3.011170946770800293e-04 1.639626337205530096e-02
-4.315000000000078550e+00 3.082044464552850869e-04 1.672420432486382627e-02
-4.305000000000078764e+00 3.155736591528122297e-04 1.705910880064213236e-02
-4.295000000000078977e+00 3.231881309433184946e-04 1.739934588072460445e-02
-4.285000000000079190e+00 3.310130167732394375e-04 1.774383036094345778e-02
-4.275000000000079403e+00 3.390071866578400111e-04 1.809099104744807396e-02
-4.265000000000079616e+00 3.471312439674883359e-04 1.843934242871866913e-02
-4.255000000000079829e+00 3.553442670035019410e-04 1.878755308285979045e-02
-4.245000000000080043e+00 3.635990803786238817e-04 1.913401017550401748e-02
-4.235000000000080256e+00 3.718611730963060835e-04 1.947751215160785712e-02
