# energy s p
-7.615000000000008207e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.605000000000008420e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.595000000000008633e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.585000000000008846e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.575000000000009059e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.565000000000009273e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.555000000000009486e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.545000000000009699e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.535000000000009912e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.525000000000010125e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.515000000000010338e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.505000000000010552e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.495000000000010765e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.485000000000010978e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.475000000000011191e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.465000000000011404e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.455000000000011617e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.445000000000011831e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.435000000000012044e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.425000000000012257e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.415000000000012470e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.405000000000012683e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.395000000000012896e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.385000000000013110e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.375000000000013323e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.365000000000013536e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.355000000000013749e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.345000000000013962e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.335000000000014175e+00 3.158926923102367873e-10 1.572985326791058686e-10
-7.325000000000014388e+00 4.689061184927525064e-10 2.334914551639177351e-10
-7.315000000000014602e+00 3.360615692156563620e-09 7.025146789473583347e-10
-7.305000000000014815e+00 7.609228324565486242e-09 1.470996493726940693e-09
-7.295000000000015028e+00 1.376431374248195059e-08 3.327671846479202211e-09
-7.285000000000015241e+00 2.011826630046385550e-08 4.865031528750378758e-09
-7.275000000000015454e+00 3.092068369009798252e-08 8.099361907879829866e-09
-7.265000000000015667e+00 4.659007277595906653e-08 1.238800154786465921e-08
-7.255000000000015881e+00 7.326563764921985970e-08 1.933409288276579561e-08
-7.245000000000016094e+00 1.090959287669423589e-07 2.810485127742759414e-08
-7.235000000000016307e+00 1.575027184668768979e-07 4.149347425396076528e-08
-7.225000000000016520e+00 2.220200890920875203e-07 5.907267325354018234e-08
-7.215000000000016733e+00 3.112106869425920205e-07 8.421575919409561839e-08
-7.205000000000016946e+00 4.275450175771900779e-07 1.161736097504624989e-07
-7.195000000000017160e+00 5.836648329750472915e-07 1.600136249792285640e-07
-7.185000000000017373e+00 7.986632631837413621e-07 2.198835253444636129e-07
-7.175000000000017586e+00 1.073640240111248296e-06 2.984129798701193497e-07
-7.165000000000017799e+00 1.430349970180677094e-06 3.992385891238664822e-07
-7.155000000000018012e+00 1.890349377391465805e-06 5.297758554232470861e-07
-7.145000000000018225e+00 2.475582896588796173e-06 7.000293851573320767e-07
-7.135000000000018439e+00 3.207633041292457081e-06 9.130753681380337597e-07
-7.125000000000018652e+00 4.118823349437003942e-06 1.179712154530198737e-06
-7.115000000000018865e+00 5.249463229860099923e-06 1.514539659767389234e-06
-7.105000000000019078e+00 6.641420912208657357e-06 1.927367651552016065e-06
-7.095000000000019291e+00 8.339035629360323242e-06 2.432676346714273638e-06
-7.085000000000019504e+00 1.036694253986632756e-05 3.044510450518480547e-06
-7.075000000000019718e+00 1.278970821396488378e-05 3.780687762403869481e-06
-7.065000000000019931e+00 1.565270566919699127e-05 4.656631278561801146e-06
-7.055000000000020144e+00 1.901866153155659807e-05 5.691907398528317772e-06
-7.045000000000020357e+00 2.292909938469876055e-05 6.905679519764074265e-06
-7.035000000000020570e+00 2.743430481143358923e-05 8.315341085271230634e-06
-7.025000000000020783e+00 3.259630373412003318e-05 9.939988429961881268e-06
-7.015000000000020997e+00 3.844570751755213616e-05 1.179408194841216499e-05
-7.005000000000021210e+00 4.502721842219466588e-05 1.389228678445234469e-05
-6.995000000000021423e+00 5.238209497027431465e-05 1.624671926624848646e-05
-6.985000000000021636e+00 6.054861588314272683e-05 1.887319170391849719e-05
-6.975000000000021849e+00 6.954495827398901988e-05 2.177391107849222415e-05
-6.965000000000022062e+00 7.939017086720414468e-05 2.495192492194763420e-05
-6.955000000000022276e+00 9.010148108814734346e-05 2.840803675248088355e-05
-6.945000000000022489e+00 1.016842043453969921e-04 3.213890786158080998e-05
-6.935000000000022702e+00 1.141830589063195069e-04 3.613921644848204972e-05
-6.925000000000022915e+00 1.275661176872168424e-04 4.039215342735305928e-05
-6.915000000000023128e+00 1.418626056965652010e-04 4.488454553826859086e-05
-6.905000000000023341e+00 1.570925524444585937e-04 4.960150927581394537e-05
-6.895000000000023554e+00 1.732671945289775682e-04 5.451986315952494556e-05
-6.885000000000023768e+00 1.904083428171082890e-04 5.961871393188654069e-05
-6.875000000000023981e+00 2.085538919093366363e-04 6.487306558564504249e-05
-6.865000000000024194e+00 2.277614891736508761e-04 7.027113319479576074e-05
-6.855000000000024407e+00 2.480919986741298095e-04 7.578752336159444371e-05
-6.845000000000024620e+00 2.696120422565157979e-04 8.140789035716477411e-05
-6.835000000000024833e+00 2.924022059713218499e-04 8.711630200590766537e-05
-6.825000000000025047e+00 3.165506920586249489e-04 9.290913307092235141e-05
-6.815000000000025260e+00 3.421881434559710580e-04 9.878677774661516996e-05
-6.805000000000025473e+00 3.694009250264735310e-04 1.047560139724230835e-04
-6.795000000000025686e+00 3.982883461907901247e-04 1.108228443637251692e-04
-6.785000000000025899e+00 4.289580364779822645e-04 1.170049176213173168e-04
-6.775000000000026112e+00 4.615293133814595819e-04 1.233295520380672610e-04
-6.765000000000026326e+00 4.960745936065061746e-04 1.298307352941034589e-04
-6.755000000000026539e+00 5.326684626424224491e-04 1.365368579293575020e-04
-6.745000000000026752e+00 5.713713054297445268e-04 1.434909984142647258e-04
-6.735000000000026965e+00 6.121883911012089823e-04 1.507275232503217557e-04
-6.725000000000027178e+00 6.551658021662605871e-04 1.583003446742871031e-04
-6.715000000000027391e+00 7.002537741472842194e-04 1.662417907123543671e-04
-6.705000000000027605e+00 7.473748701263651425e-04 1.745849233625505444e-04
-6.695000000000027818e+00 7.964553379326030740e-04 1.833719919733099344e-04
-6.685000000000028031e+00 8.474057712395170966e-04 1.926301743637813925e-04
-6.675000000000028244e+00 9.000428788933193284e-04 2.023745477881398378e-04
-6.665000000000028457e+00 9.542179216430683297e-04 2.126274587846583848e-04
-6.655000000000028670e+00 1.009747980288746736e-03 2.233955301522801335e-04
-6.645000000000028884e+00 1.066427061498825563e-03 2.346782102411977880e-04
-6.635000000000029097e+00 1.124029280482857990e-03 2.464602429724551389e-04
-6.625000000000029310e+00 1.182341446250277997e-03 2.587219114771098852e-04
-6.615000000000029523e+00 1.241144784240415461e-03 2.714366183644087850e-04
-6.605000000000029736e+00 1.300219031093677790e-03 2.845715978141118087e-04
-6.595000000000029949e+00 1.359377367280563105e-03 2.980931163320259150e-04
-6.585000000000030163e+00 1.418423303383962737e-03 3.119573613576857125e-04
-6.575000000000030376e+00 1.477242609498150222e-03 3.261370141727312918e-04
-6.565000000000030589e+00 1.535682295523155012e-03 3.405883587633340491e-04
-6.555000000000030802e+00 1.593651480565875687e-03 3.552771997121365109e-04
-6.545000000000031015e+00 1.651082724264549707e-03 3.701769718834947991e-04
-6.535000000000031228e+00 1.707976124215899658e-03 3.852831519900808848e-04
-6.525000000000031442e+00 1.764364905148872991e-03 4.005889088400791027e-04
-6.515000000000031655e+00 1.820317104619187127e-03 4.161187490931466055e-04
-6.505000000000031868e+00 1.875932785698735316e-03 4.318907044474674679e-04
-6.495000000000032081e+00 1.931375883891398157e-03 4.479630353234869810e-04
-6.485000000000032294e+00 1.986856904083320313e-03 4.644116450074710681e-04
-6.475000000000032507e+00 2.042584727924583524e-03 4.813126037909638572e-04
-6.465000000000032720e+00 2.098885292108522253e-03 4.988014367108863090e-04
-6.455000000000032934e+00 2.156004394317490979e-03 5.169860425502633208e-04
-6.445000000000033147e+00 2.214363831870218118e-03 5.360507686896279472e-04
-6.435000000000033360e+00 2.274266752685256184e-03 5.561359308522641123e-04
-6.425000000000033573e+00 2.336122195031305714e-03 5.774291913471344979e-04
-6.415000000000033786e+00 2.400302450876013165e-03 6.001119912929671601e-04
-6.405000000000033999e+00 2.467170589477499232e-03 6.243685182026820820e-04
-6.395000000000034213e+00 2.537061951441885524e-03 6.503640865619375860e-04
-6.385000000000034426e+00 2.610311097021846428e-03 6.782665570223264445e-04
-6.375000000000034639e+00 2.687139708859209459e-03 7.081992013238736557e-04
-6.365000000000034852e+00 2.767785088205227447e-03 7.402863382471885521e-04
-6.355000000000035065e+00 2.852307339269586055e-03 7.745768626919876353e-04
-6.345000000000035278e+00 2.940709687382538160e-03 8.110899899677129210e-04
-6.335000000000035492e+00 3.032933340673668772e-03 8.498036666828666765e-04
-6.325000000000035705e+00 3.128731416334420978e-03 8.906330917549574143e-04
-6.315000000000035918e+00 3.227796550168293525e-03 9.334364441041126956e-04
-6.305000000000036131e+00 3.329659687782960797e-03 9.780124582358707980e-04
-6.295000000000036344e+00 3.433791824614399173e-03 1.024131234171379943e-03
-6.285000000000036557e+00 3.539520464937289182e-03 1.071478218158819192e-03
-6.275000000000036771e+00 3.646096854634539933e-03 1.119731609120569200e-03
-6.265000000000036984e+00 3.752669004932391878e-03 1.168493283735330852e-03
-6.255000000000037197e+00 3.858357439823915762e-03 1.217367018343030668e-03
-6.245000000000037410e+00 3.962199941561284251e-03 1.265927495507950884e-03
-6.235000000000037623e+00 4.063297810951088836e-03 1.313761879346037704e-03
-6.225000000000037836e+00 4.160680720399790103e-03 1.360446003215066632e-03
-6.215000000000038050e+00 4.253456183285868331e-03 1.405570760179943165e-03
-6.205000000000038263e+00 4.340806782453494363e-03 1.448777139272144215e-03
-6.195000000000038476e+00 4.421928833748107329e-03 1.489707267939098696e-03
-6.185000000000038689e+00 4.496145535272581470e-03 1.528063606572867099e-03
-6.175000000000038902e+00 4.562878349895537269e-03 1.563599937371677609e-03
-6.165000000000039115e+00 4.621698823672252404e-03 1.596131870105805747e-03
-6.155000000000039329e+00 4.672275366155602405e-03 1.625505082929927210e-03
-6.145000000000039542e+00 4.714366233723060219e-03 1.651641675770352353e-03
-6.135000000000039755e+00 4.747941984630176318e-03 1.674529010525473193e-03
-6.125000000000039968e+00 4.773017721113821492e-03 1.694205407980470647e-03
-6.115000000000040181e+00 4.789832351389374139e-03 1.710783590654019193e-03
-6.105000000000040394e+00 4.798643123949761051e-03 1.724411663032998426e-03
-6.095000000000040608e+00 4.799856089063558526e-03 1.735290817171308494e-03
-6.085000000000040821e+00 4.793961235266404677e-03 1.743688254357353288e-03
-6.075000000000041034e+00 4.781564384370312788e-03 1.749910949877497759e-03
-6.065000000000041247e+00 4.763274103066719722e-03 1.754272181777245679e-03
-6.055000000000041460e+00 4.739777932550861758e-03 1.757128255610719385e-03
-6.045000000000041673e+00 4.711797199204881964e-03 1.758873044883870916e-03
-6.035000000000041886e+00 4.680119040513933300e-03 1.759891177816756951e-03
-6.025000000000042100e+00 4.645492797153487514e-03 1.760581188389630930e-03
-6.015000000000042313e+00 4.608623203984412754e-03 1.761300991376110042e-03
-6.005000000000042526e+00 4.570241102861726142e-03 1.762406909752232747e-03
-5.995000000000042739e+00 4.531079321137042662e-03 1.764236735747068494e-03
-5.985000000000042952e+00 4.491798981362632621e-03 1.767084812661829036e-03
-5.975000000000043165e+00 4.452990671734912906e-03 1.771203262807649614e-03
-5.965000000000043379e+00 4.415182548453336700e-03 1.776752222619386833e-03
-5.955000000000043592e+00 4.378860950954140130e-03 1.783858424191035524e-03
-5.945000000000043805e+00 4.344408521477973774e-03 1.792580868998716517e-03
-5.935000000000044018e+00 4.312136055458323965e-03 1.802916449145866226e-03
-5.925000000000044231e+00 4.282318125181776639e-03 1.814806611648725129e-03
-5.915000000000044444e+00 4.255030708286229070e-03 1.828084795866026513e-03
-5.905000000000044658e+00 4.230362565734020058e-03 1.842573743517453028e-03
-5.895000000000044871e+00 4.208288720976218963e-03 1.858024403878497273e-03
-5.885000000000045084e+00 4.188662903723031419e-03 1.874141223744464537e-03
-5.875000000000045297e+00 4.171261803352771351e-03 1.890610314059407420e-03
-5.865000000000045510e+00 4.155832214000973988e-03 1.907098702047691982e-03
-5.855000000000045723e+00 4.142005356537714102e-03 1.923233975989491152e-03
-5.845000000000045937e+00 4.129341737293127507e-03 1.938667144898514882e-03
-5.835000000000046150e+00 4.117365527258616542e-03 1.953049934245387319e-03
-5.825000000000046363e+00 4.105595955070700555e-03 1.966086556964565749e-03
-5.815000000000046576e+00 4.093477121811713373e-03 1.977459540014880456e-03
-5.805000000000046789e+00 4.080462138824318338e-03 1.986911724396275229e-03
-5.795000000000047002e+00 4.065983674494405217e-03 1.994197895112403106e-03
-5.785000000000047216e+00 4.049529771467699248e-03 1.999156420010062950e-03
-5.775000000000047429e+00 4.030604176822901938e-03 2.001634773744325087e-03
-5.765000000000047642e+00 4.008737150270737758e-03 2.001541073927460418e-03
-5.755000000000047855e+00 3.983538318413497835e-03 1.998817228469408711e-03
-5.745000000000048068e+00 3.954688635431353842e-03 1.993434675552403605e-03
-5.735000000000048281e+00 3.921956482018179591e-03 1.985420021092459270e-03
-5.725000000000048495e+00 3.885183757113642999e-03 1.974827594335922237e-03
-5.715000000000048708e+00 3.844279916915020832e-03 1.961735978879274988e-03
-5.705000000000048921e+00 3.799299218284996320e-03 1.946265333754713727e-03
-5.695000000000049134e+00 3.750345547933136778e-03 1.928542140801995384e-03
-5.685000000000049347e+00 3.697634794676590148e-03 1.908744562299773779e-03
-5.675000000000049560e+00 3.641456616359742705e-03 1.887053284049697906e-03
-5.665000000000049774e+00 3.582165973368430130e-03 1.863682431369422356e-03
-5.655000000000049987e+00 3.520140882915975735e-03 1.838825693167152461e-03
-5.645000000000050200e+00 3.455873325976723410e-03 1.812735136386828478e-03
-5.635000000000050413e+00 3.389748652720720075e-03 1.785623009913625547e-03
-5.625000000000050626e+00 3.322349565993254483e-03 1.757781879456106608e-03
-5.615000000000050839e+00 3.254083660583892337e-03 1.729442084954926863e-03
-5.605000000000051052e+00 3.185431640819347526e-03 1.700878183666421767e-03
-5.595000000000051266e+00 3.116818980320531281e-03 1.672322963062979366e-03
-5.585000000000051479e+00 3.048640587436661845e-03 1.644038341472440828e-03
-5.575000000000051692e+00 2.981202409820552131e-03 1.616250285346129602e-03
-5.565000000000051905e+00 2.914809790967159368e-03 1.589193849589079239e-03
-5.555000000000052118e+00 2.849691513181133121e-03 1.563099440707169845e-03
-5.545000000000052331e+00 2.786057288142016093e-03 1.538154388875987311e-03
-5.535000000000052545e+00 2.724043468474843330e-03 1.514522669051474296e-03
-5.525000000000052758e+00 2.663700857840409133e-03 1.492344809180224177e-03
-5.515000000000052971e+00 2.605170310049528988e-03 1.471786690993235822e-03
-5.505000000000053184e+00 2.548435525756031529e-03 1.452960618225190110e-03
-5.495000000000053397e+00 2.493556063067925085e-03 1.435941211210361524e-03
-5.485000000000053610e+00 2.440520937351783708e-03 1.420845878249549048e-03
-5.475000000000053824e+00 2.389344362251181585e-03 1.407691424368391316e-03
-5.465000000000054037e+00 2.340056321743018159e-03 1.396517535674086366e-03
-5.455000000000054250e+00 2.292668367561834578e-03 1.387454976037249491e-03
-5.445000000000054463e+00 2.247177758954739708e-03 1.380528346338289001e-03
-5.435000000000054676e+00 2.203633329396252876e-03 1.375776870494806658e-03
-5.425000000000054889e+00 2.161987727807388772e-03 1.373237015675568941e-03
-5.415000000000055103e+00 2.122320598945066743e-03 1.373036124221382534e-03
-5.405000000000055316e+00 2.084598545006360795e-03 1.375274510447954419e-03
-5.395000000000055529e+00 2.048836035577720517e-03 1.380092391416946462e-03
-5.385000000000055742e+00 2.015031541774807769e-03 1.387628634077895783e-03
-5.375000000000055955e+00 1.983150381143123937e-03 1.398090350714283406e-03
-5.365000000000056168e+00 1.953184649355807576e-03 1.411701445610345947e-03
-5.355000000000056382e+00 1.925108553213944517e-03 1.428783092357771480e-03
-5.345000000000056595e+00 1.898902084695375117e-03 1.449606359992224383e-03
-5.335000000000056808e+00 1.874582269192730461e-03 1.474525143902775731e-03
-5.325000000000057021e+00 1.852085820342278975e-03 1.503884820997954336e-03
-5.315000000000057234e+00 1.831428874513133746e-03 1.538046071609781851e-03
-5.305000000000057447e+00 1.812616396625730273e-03 1.577369864625458810e-03
-5.295000000000057661e+00 1.795669838307455525e-03 1.622171541505409466e-03
-5.285000000000057874e+00 1.780610091006671778e-03 1.672737080292500825e-03
-5.275000000000058087e+00 1.767481197223183314e-03 1.729244043694855250e-03
-5.265000000000058300e+00 1.756276105959974493e-03 1.791802668509287098e-03
-5.255000000000058513e+00 1.747038729848106233e-03 1.860398996895140742e-03
-5.245000000000058726e+00 1.739764632292350403e-03 1.934887604896257151e-03
-5.235000000000058940e+00 1.734418466786127270e-03 2.014952821487571086e-03
-5.225000000000059153e+00 1.730909418043348729e-03 2.100141154349176482e-03
-5.215000000000059366e+00 1.729137285339083906e-03 2.189782975049416134e-03
-5.205000000000059579e+00 1.728984476749726319e-03 2.283136637916304262e-03
-5.195000000000059792e+00 1.730208749550889895e-03 2.379228879984108744e-03
-5.185000000000060005e+00 1.732524632724349520e-03 2.476978873272319380e-03
-5.175000000000060218e+00 1.735627626223575169e-03 2.575205709755581246e-03
-5.165000000000060432e+00 1.739169182604549365e-03 2.672678141825947200e-03
-5.155000000000060645e+00 1.742776382068104285e-03 2.768123641431943522e-03
-5.145000000000060858e+00 1.746028657021877388e-03 2.860263768640607367e-03
-5.135000000000061071e+00 1.748524143070124539e-03 2.947865947068912043e-03
-5.125000000000061284e+00 1.749852683927969254e-03 3.029805689409097082e-03
-5.115000000000061497e+00 1.749617338826582862e-03 3.105056151057324337e-03
-5.105000000000061711e+00 1.747515848759681511e-03 3.172830529296082405e-03
-5.095000000000061924e+00 1.743253845975767900e-03 3.232443744702325622e-03
-5.085000000000062137e+00 1.736606034219811577e-03 3.283436966368865825e-03
-5.075000000000062350e+00 1.727411544530979212e-03 3.325546622586939872e-03
-5.065000000000062563e+00 1.715583354440476877e-03 3.358737432019862253e-03
-5.055000000000062776e+00 1.701128785766951607e-03 3.383123039051762291e-03
-5.045000000000062990e+00 1.684118181047315884e-03 3.399057775201785609e-03
-5.035000000000063203e+00 1.664714023858773762e-03 3.407026224731977450e-03
-5.025000000000063416e+00 1.643115215499661849e-03 3.407610717088695434e-03
-5.015000000000063629e+00 1.619548268223470946e-03 3.401480232953534195e-03
-5.005000000000063842e+00 1.594337226235358930e-03 3.389467034259759700e-03
-4.995000000000064055e+00 1.567809767858866204e-03 3.372350024299225046e-03
-4.985000000000064269e+00 1.540317720823219287e-03 3.350924034261355388e-03
-4.975000000000064482e+00 1.512174723515495806e-03 3.325954264536645950e-03
-4.965000000000064695e+00 1.483736493292015348e-03 3.298208339629761336e-03
-4.955000000000064908e+00 1.455309268404908875e-03 3.268391789356951595e-03
-4.945000000000065121e+00 1.427201775058289154e-03 3.237110441866328757e-03
-4.935000000000065334e+00 1.399655610512338900e-03 3.204935872418526212e-03
-4.925000000000065548e+00 1.372860355993025692e-03 3.172335225355874238e-03
-4.915000000000065761e+00 1.346965413102308969e-03 3.139705716166361037e-03
-4.905000000000065974e+00 1.322103219510900162e-03 3.107378414197045635e-03
-4.895000000000066187e+00 1.298317324926464861e-03 3.075602803008301977e-03
-4.885000000000066400e+00 1.275643753046014134e-03 3.044642841458260890e-03
-4.875000000000066613e+00 1.254025226061675430e-03 3.014560800305718727e-03
-4.865000000000066827e+00 1.233395541937173934e-03 2.985487680942702175e-03
-4.855000000000067040e+00 1.213693085897693969e-03 2.957503235398167753e-03
-4.845000000000067253e+00 1.194777823331862271e-03 2.930636268794317885e-03
-4.835000000000067466e+00 1.176530555934879362e-03 2.904857132017664000e-03
-4.825000000000067679e+00 1.158819536305113768e-03 2.880159435893070094e-03
-4.815000000000067892e+00 1.141476849930158364e-03 2.856479269302439599e-03
-4.805000000000068106e+00 1.124394958624660035e-03 2.833736380124901935e-03
-4.795000000000068319e+00 1.107440469366132449e-03 2.811854837240796573e-03
-4.785000000000068532e+00 1.090507754434943662e-03 2.790765404825033043e-03
-4.775000000000068745e+00 1.073504051644565008e-03 2.770354767481993802e-03
-4.765000000000068958e+00 1.056358357212416194e-03 2.750510912651830259e-03
-4.755000000000069171e+00 1.039019331456241977e-03 2.731128839377918501e-03
-4.745000000000069384e+00 1.021437232128008694e-03 2.712097741398268418e-03
-4.735000000000069598e+00 1.003600011296214073e-03 2.693340617531235145e-03
-4.725000000000069811e+00 9.855085837102916472e-04 2.674794102631893739e-03
-4.715000000000070024e+00 9.671829834388158669e-04 2.656401466142210843e-03
-4.705000000000070237e+00 9.486101373609312363e-04 2.638085388999467269e-03
-4.695000000000070450e+00 9.298600507100304854e-04 2.619867444250407844e-03
-4.685000000000070663e+00 9.109601305137098037e-04 2.601765581920433956e-03
-4.675000000000070877e+00 8.919560839268681233e-04 2.583800254196044668e-03
-4.665000000000071090e+00 8.729260431105648112e-04 2.566114304316617894e-03
-4.655000000000071303e+00 8.539261567237583974e-04 2.548815765353817063e-03
-4.645000000000071516e+00 8.350369953429254231e-04 2.531988921392184112e-03
-4.635000000000071729e+00 8.163550715574025268e-04 2.515845902288366912e-03
-4.625000000000071942e+00 7.979667039696333427e-04 2.500594127997954764e-03
-4.615000000000072156e+00 7.799997875867640054e-04 2.486452496315661852e-03
-4.605000000000072369e+00 7.625366686704302972e-04 2.473612501433034017e-03
-4.595000000000072582e+00 7.457192206264065147e-04 2.462354205631403330e-03
-4.585000000000072795e+00 7.296551560701258505e-04 2.452868257989540297e-03
-4.575000000000073008e+00 7.144937687878003115e-04 2.445453025502252430e-03
-4.565000000000073221e+00 7.003538456661163652e-04 2.440299649044757550e-03
-4.555000000000073435e+00 6.873412684138333192e-04 2.437605226307764435e-03
-4.545000000000073648e+00 6.755493242858380976e-04 2.437473916999593343e-03
-4.535000000000073861e+00 6.650890643617477036e-04 2.440157788376558570e-03
-4.525000000000074074e+00 6.560175112393444282e-04 2.445710191602130240e-03
-4.515000000000074287e+00 6.484016670004650066e-04 2.454224113847325740e-03
-4.505000000000074500e+00 6.422730290352677424e-04 2.465748955338607513e-03
-4.495000000000074714e+00 6.376395490082241478e-04 2.480292982103444836e-03
-4.485000000000074927e+00 6.345039055011287427e-04 2.497906883975150281e-03
-4.475000000000075140e+00 6.328105816487309505e-04 2.518490871364645334e-03
-4.465000000000075353e+00 6.325260214131535937e-04 2.542084245743942133e-03
-4.455000000000075566e+00 6.335684012151426413e-04 2.568564499338158238e-03
-4.445000000000075779e+00 6.358655732937733458e-04 2.597911349147551639e-03
-4.435000000000075993e+00 6.393109006248759224e-04 2.630043068814015127e-03
-4.425000000000076206e+00 6.438087653918341674e-04 2.664871643477806709e-03
-4.415000000000076419e+00 6.492439796902183587e-04 2.702332409777702654e-03
-4.405000000000076632e+00 6.555152134474633322e-04 2.742365774489657817e-03
-4.395000000000076845e+00 6.624985749808587950e-04 2.784833873207738768e-03
-4.385000000000077058e+00 6.700757441729317298e-04 2.829641601689960369e-03
-4.375000000000077272e+00 6.781535736248261569e-04 2.876672680421525803e-03
-4.365000000000077485e+00 6.866274732845631086e-04 2.925760744464254038e-03
-4.355000000000077698e+00 6.954168442180171323e-04 2.976741677807802702e-03
-4.345000000000077911e+00 7.044081929405291223e-04 3.029425712438865801e-03
-4.335000000000078124e+00 7.135562391573160856e-04 3.083600701507209670e-03
-4.325000000000078337e+00 7.227866886846353624e-04 3.139013802884291129e-03
-4.315000000000078550e+00 7.320488070962480245e-04 3.195371817062975239e-03
-4.305000000000078764e+00 7.412993134194382485e-04 3.252387133131172565e-03
-4.295000000000078977e+00 7.505022036380838311e-04 3.309684761087386060e-03
-4.285000000000079190e+00 7.596690948496970328e-04 3.366991592420557223e-03
-4.275000000000079403e+00 7.687945473992309226e-04 3.423946918312065907e-03
-4.265000000000079616e+00 7.779036133426664055e-04 3.480205093448221487e-03
-4.255000000000079829e+00 7.870359923442143447e-04 3.535447171540982963e-03
-4.245000000000080043e+00 7.962245610006522898e-04 3.589327759103893255e-03
-4.235000000000080256e+00 8.055338929800739869e-04 3.641555245522467253e-03
-4.225000000000080469e+00 8.150233463891073992e-04 3.691790775837211231e-03
